"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"804","2017","13","West Bengal","Murshidabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"805","2016","13","West Bengal","Burdwan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"805","2017","13","West Bengal","Burdwan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"806","2016","13","West Bengal","Birbhum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"806","2017","13","West Bengal","Birbhum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"807","2016","13","West Bengal","Bankura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"807","2017","13","West Bengal","Bankura","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"810","2016","13","West Bengal","Hooghly","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"810","2017","13","West Bengal","Hooghly","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"811","2016","13","West Bengal","Howrah","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"811","2017","13","West Bengal","Howrah","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"812","2016","13","West Bengal","Jalpaiguri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"812","2017","13","West Bengal","Jalpaiguri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"813","2016","13","West Bengal","Darjeeling","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"813","2017","13","West Bengal","Darjeeling","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"814","2016","13","West Bengal","Malda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"814","2017","13","West Bengal","Malda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"815","2016","13","West Bengal","Kalimpong","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"815","2017","13","West Bengal","Kalimpong","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"816","2016","13","West Bengal","Cooch Behar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"816","2017","13","West Bengal","Cooch Behar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"817","2016","13","West Bengal","Purulia","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"817","2017","13","West Bengal","Purulia","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"819","2016","13","West Bengal","Uttar Dinajpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"819","2017","13","West Bengal","Uttar Dinajpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"820","2016","13","West Bengal","Dakshin Dinajpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"820","2017","13","West Bengal","Dakshin Dinajpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"821","2016","13","West Bengal","Kolkata","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"821","2017","13","West Bengal","Kolkata","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"823","2016","13","West Bengal","East Midnapore Purba Midnapore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"823","2017","13","West Bengal","East Midnapore Purba Midnapore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"824","2016","13","West Bengal","West Midnapore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"824","2017","13","West Bengal","West Midnapore","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"902","2016","2","Bihar","Muzaffarpur","23.94","-1.0","69.08","-1.0","69.08","3.9","96.91","142.32"
"902","2017","2","Bihar","Muzaffarpur","23.96","0.0","69.16","0.0","69.16","3.9","97.02","182.34"
"903","2016","2","Bihar","Darbhanga","-1.0","48.87","19.96","-1.0","19.96","6.35","75.19","133.55"
"903","2017","2","Bihar","Darbhanga","0.0","44.43","18.15","0.0","18.15","5.78","68.35","126.8"
"904","2016","2","Bihar","Saharsa","4.2","-1.0","55.81","-1.0","55.81","2.21","62.22","116.36"
"904","2017","2","Bihar","Saharsa","4.15","0.0","55.14","0.0","55.14","2.18","61.47","104.43"
"905","2016","2","Bihar","Purnea","14.19","-1.0","79.76","-1.0","79.76","2.03","95.99","186.38"
"905","2017","2","Bihar","Purnea","14.1","0.0","79.28","0.0","79.28","2.02","95.4","155.11"
"906","2016","2","Bihar","Saran","22.89","0.31","80.42","-1.0","80.42","0.42","104.04","113.35"
"906","2017","2","Bihar","Saran","20.47","0.28","71.92","0.0","71.92","0.37","93.04","117.33"
"907","2016","2","Bihar","Patna","19.1","-1.0","42.44","8.49","50.92","0.71","70.73","143.36"
"907","2017","2","Bihar","Patna","20.89","0.0","46.45","9.28","55.73","0.79","77.41","160.58"
"908","2016","2","Bihar","Mungair","15.37","0.09","9.81","-1.0","9.81","0.16","25.44","38.62"
"908","2017","2","Bihar","Mungair","15.37","0.09","9.81","0.0","9.81","0.16","25.43","38.75"
"909","2016","2","Bihar","Bhagalpur","4.44","-1.0","47.65","-1.0","47.65","0.53","52.62","83.75"
"909","2017","2","Bihar","Bhagalpur","5.16","0.0","55.44","0.0","55.44","0.62","61.22","99.89"
"910","2016","15","Jharkhand","Santhal Paragana Dumka","0.19","1.71","0.47","1.47","1.94","2.66","6.5","7.1"
"910","2017","15","Jharkhand","Santhal Paragana Dumka","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"912","2016","2","Bihar","Gaya","33.59","0.07","70.17","-1.0","70.17","1.13","104.97","188.36"
"912","2017","2","Bihar","Gaya","33.88","0.06","70.78","0.0","70.78","1.16","105.88","188.63"
"913","2016","15","Jharkhand","Hazaribagh","0.75","2.78","2.15","2.84","4.99","3.15","11.68","12.53"
"913","2017","15","Jharkhand","Hazaribagh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"914","2016","15","Jharkhand","Dhanbad","0.0","0.18","0.03","0.26","0.29","0.23","0.7","0.81"
"914","2017","15","Jharkhand","Dhanbad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"915","2016","15","Jharkhand","Palamau","0.0","13.18","8.76","12.58","21.34","20.37","54.89","59.03"
"915","2017","15","Jharkhand","Palamau","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"916","2016","15","Jharkhand","Ranchi","0.0","10.36","2.64","12.15","14.79","8.75","33.9","40.04"
"916","2017","15","Jharkhand","Ranchi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"918","2016","2","Bihar","Nalanda","15.48","-1.0","100.05","0.89","100.94","2.68","119.1","229.75"
"918","2017","2","Bihar","Nalanda","16.01","0.0","103.51","0.92","104.44","2.79","123.23","226.23"
"919","2016","2","Bihar","Nawada","19.69","-1.0","47.5","-1.0","47.5","2.66","69.86","123.6"
"919","2017","2","Bihar","Nawada","21.96","0.0","52.97","0.0","52.97","2.98","77.92","125.74"
"920","2016","2","Bihar","Aurangabad","99.43","0.25","39.36","3.52","42.88","33.18","175.73","247.0"
"920","2017","2","Bihar","Aurangabad","101.12","0.25","40.03","3.57","43.61","33.74","178.72","249.17"
"921","2016","2","Bihar","Bhojpur","64.48","-1.0","25.88","0.76","26.65","3.0","94.13","156.32"
"921","2017","2","Bihar","Bhojpur","69.52","0.0","27.9","0.82","28.72","3.25","101.49","181.16"
"922","2016","2","Bihar","Rohtas","146.16","-1.0","20.42","5.64","26.06","22.27","194.5","340.65"
"922","2017","2","Bihar","Rohtas","144.17","0.0","21.08","5.56","26.65","21.03","191.85","338.13"
"923","2016","2","Bihar","Siwan","20.41","2.29","77.67","-1.0","77.67","2.21","102.57","116.11"
"923","2017","2","Bihar","Siwan","20.74","2.32","78.92","0.0","78.92","2.24","104.22","113.09"
"924","2016","2","Bihar","Gopalganj","38.07","-1.0","49.64","-1.0","49.64","0.21","87.92","106.38"
"924","2017","2","Bihar","Gopalganj","38.18","0.0","49.79","0.0","49.79","0.21","88.19","146.61"
"925","2016","2","Bihar","Champaran(East)","28.25","-1.0","87.58","-1.0","87.58","3.17","119.0","214.01"
"925","2017","2","Bihar","Champaran(East)","27.94","0.0","86.61","0.0","86.61","3.13","117.68","220.14"
"926","2016","2","Bihar","Champaran(West)","95.39","-1.0","66.32","-1.0","66.32","0.57","162.28","317.15"
"926","2017","2","Bihar","Champaran(West)","94.19","0.0","65.49","0.0","65.49","0.56","160.25","315.48"
"927","2016","2","Bihar","Vaishali","-1.0","0.21","60.56","-1.0","60.56","5.41","66.18","116.38"
"927","2017","2","Bihar","Vaishali","0.0","0.21","60.3","0.0","60.3","5.4","65.9","122.08"
"928","2016","2","Bihar","Sitamarhi","-1.0","2.77","95.63","-1.0","95.63","1.06","99.46","192.68"
"928","2017","2","Bihar","Sitamarhi","0.0","2.76","95.61","0.0","95.61","1.07","99.44","196.49"
"929","2016","2","Bihar","Madhubani","47.06","0.19","39.21","-1.0","39.21","0.32","86.78","143.32"
"929","2017","2","Bihar","Madhubani","46.57","0.19","38.8","0.0","38.8","0.32","85.88","142.34"
"930","2016","2","Bihar","Samastipur","-1.0","-1.0","107.53","-1.0","107.53","0.65","108.18","192.53"
"930","2017","2","Bihar","Samastipur","0.0","0.0","115.91","0.0","115.91","0.7","116.61","228.75"
"931","2016","2","Bihar","Begusarai","-1.0","0.51","96.12","-1.0","96.12","0.2","96.84","123.27"
"931","2017","2","Bihar","Begusarai","0.0","0.49","92.66","0.0","92.66","0.2","93.35","116.74"
"932","2016","2","Bihar","Katihar","2.21","-1.0","66.52","0.07","66.58","0.67","69.47","182.19"
"932","2017","2","Bihar","Katihar","1.95","0.0","58.6","0.06","58.66","0.6","61.2","144.14"
"933","2016","15","Jharkhand","Giridih","0.0","12.87","0.82","7.95","8.77","4.07","25.71","28.19"
"933","2017","15","Jharkhand","Giridih","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"934","2016","2","Bihar","Jehanabad","16.58","-1.0","20.73","-1.0","20.73","0.38","37.69","60.96"
"934","2017","2","Bihar","Jehanabad","16.42","0.0","20.53","0.0","20.53","0.38","37.34","60.47"
"935","2016","2","Bihar","Madhepura","8.23","-1.0","42.02","-1.0","42.02","0.12","50.37","121.25"
"935","2017","2","Bihar","Madhepura","8.84","0.0","45.24","0.0","45.24","0.15","54.23","127.46"
"936","2016","2","Bihar","Khagaria","-1.0","-1.0","72.69","-1.0","72.69","0.07","72.77","95.5"
"936","2017","2","Bihar","Khagaria","0.0","0.0","66.15","0.0","66.15","0.07","66.22","86.61"
"937","2016","15","Jharkhand","Godda","0.0","5.23","2.62","7.18","9.81","5.24","20.27","21.96"
"937","2017","15","Jharkhand","Godda","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"938","2016","15","Jharkhand","Sahebganj","0.0","0.73","1.03","0.95","1.97","0.76","3.46","3.99"
"938","2017","15","Jharkhand","Sahebganj","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"940","2016","15","Jharkhand","Devghar Deogarh","0.0","1.93","1.75","0.98","2.74","0.69","5.35","6.18"
"940","2017","15","Jharkhand","Devghar Deogarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"941","2016","15","Jharkhand","Lohardagga","0.38","1.84","0.39","2.47","2.86","3.82","8.9","9.53"
"941","2017","15","Jharkhand","Lohardagga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"942","2016","15","Jharkhand","Gumla","0.16","6.27","0.19","18.32","18.51","6.72","31.66","34.32"
"942","2017","15","Jharkhand","Gumla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"943","2016","15","Jharkhand","Singhbhum East","0.22","1.14","0.0","0.53","0.53","0.51","2.4","2.66"
"943","2017","15","Jharkhand","Singhbhum East","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"944","2016","15","Jharkhand","Singhbhum West","0.14","0.24","0.0","0.27","0.27","0.25","0.89","0.92"
"944","2017","15","Jharkhand","Singhbhum West","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"945","2016","2","Bihar","Araria","18.85","-1.0","36.8","-1.0","36.8","0.07","55.72","130.05"
"945","2017","2","Bihar","Araria","18.71","0.0","36.53","0.0","36.53","0.07","55.31","129.43"
"946","2016","2","Bihar","Kishanganj","-1.0","-1.0","21.04","0.02","21.06","0.11","21.17","47.39"
"946","2017","2","Bihar","Kishanganj","0.0","0.0","21.15","0.02","21.18","0.11","21.28","47.65"
"947","2016","2","Bihar","Buxar","40.65","0.23","45.63","0.19","45.82","5.68","92.38","186.23"
"947","2017","2","Bihar","Buxar","40.87","0.23","45.87","0.19","46.06","5.72","92.88","180.17"
"948","2016","2","Bihar","Bhabhua Kaimur","54.67","-1.0","54.26","-1.0","54.26","8.77","117.69","201.08"
"948","2017","2","Bihar","Bhabhua Kaimur","54.36","0.0","53.95","0.0","53.95","8.72","117.03","186.3"
"949","2016","2","Bihar","Banka","38.28","0.24","44.44","1.32","45.75","0.57","84.83","126.23"
"949","2017","2","Bihar","Banka","35.55","0.22","41.27","1.22","42.49","0.53","78.8","119.32"
"950","2016","2","Bihar","Jamui","16.81","-1.0","36.54","-1.0","36.54","-1.0","53.34","76.45"
"950","2017","2","Bihar","Jamui","13.04","0.0","28.36","0.0","28.36","0.0","41.4","64.46"
"951","2016","2","Bihar","Supaul","14.37","-1.0","47.68","-1.0","47.68","1.69","63.74","165.9"
"951","2017","2","Bihar","Supaul","14.95","0.0","49.59","0.0","49.59","1.76","66.3","171.02"
"952","2016","15","Jharkhand","Chatra","0.74","1.85","1.08","2.85","3.94","2.04","8.56","9.44"
"952","2017","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","2016","15","Jharkhand","Bokaro","0.0","0.58","0.08","1.35","1.43","0.48","2.5","2.69"
"953","2017","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","2016","15","Jharkhand","Gadva Garhwa","0.0","4.72","2.38","8.15","10.54","11.22","26.47","27.95"
"954","2017","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","2016","15","Jharkhand","Khodrama Koderma","0.0","0.44","0.65","0.41","1.06","0.53","2.02","2.47"
"955","2017","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","2016","2","Bihar","Lakhisarai","7.09","-1.0","22.52","-1.0","22.52","0.1","29.7","53.53"
"956","2017","2","Bihar","Lakhisarai","7.52","0.0","23.91","0.0","23.91","0.1","31.53","61.61"
"957","2016","15","Jharkhand","Pakund Pakur","0.0","1.24","0.96","1.83","2.79","1.7","5.73","6.68"
"957","2017","15","Jharkhand","Pakund Pakur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"958","2016","2","Bihar","Sheikapura","1.15","4.73","16.4","-1.0","16.4","0.06","22.34","44.42"
"958","2017","2","Bihar","Sheikapura","1.59","6.54","22.68","0.0","22.68","0.09","30.9","53.9"
"960","2016","2","Bihar","Sheohar","-1.0","-1.0","16.89","-1.0","16.89","-1.0","16.89","26.14"
"960","2017","2","Bihar","Sheohar","0.0","0.0","17.14","0.0","17.14","0.0","17.14","26.25"
"961","2016","2","Bihar","Arwal","34.11","-1.0","7.27","-1.0","7.27","1.26","42.64","58.95"
"961","2017","2","Bihar","Arwal","34.75","0.0","7.41","0.0","7.41","1.28","43.44","58.71"
"962","2016","15","Jharkhand","Jamtara","0.15","1.15","0.11","1.84","1.94","0.94","4.18","4.78"
"962","2017","15","Jharkhand","Jamtara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"963","2016","15","Jharkhand","Latehar","0.21","4.27","1.06","5.48","6.53","3.28","14.29","15.29"
"963","2017","15","Jharkhand","Latehar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"964","2016","15","Jharkhand","Sariakela Kharsawan","0.11","0.13","0.0","0.11","0.11","0.19","0.53","0.58"
"964","2017","15","Jharkhand","Sariakela Kharsawan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"965","2016","15","Jharkhand","Simdega","0.37","0.42","0.39","1.06","1.44","1.48","3.71","4.05"
"965","2017","15","Jharkhand","Simdega","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"999","2016","11","Tamil Nadu","Chennai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"999","2017","11","Tamil Nadu","Chennai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1001","2016","3","Gujarat","Anand","87.9","9.8","42.8","23.4","66.2","25.1","189.1","361.2"
"1001","2017","3","Gujarat","Anand","81.5","8.8","41.6","21.1","62.7","24.0","177.0","364.3"
"1002","2016","3","Gujarat","Dahod","0.3","4.8","3.5","5.5","9.0","3.7","17.7","103.1"
"1002","2017","3","Gujarat","Dahod","0.3","4.8","5.9","5.7","11.6","4.3","20.9","105.7"
"1003","2016","3","Gujarat","Narmada","14.6","0.0","5.9","14.1","20.0","2.6","37.2","45.9"
"1003","2017","3","Gujarat","Narmada","16.1","0.1","5.3","12.4","17.7","3.4","37.3","49.2"
"1004","2016","3","Gujarat","Navsari","44.7","5.3","8.2","8.4","16.6","14.5","81.2","90.2"
"1004","2017","3","Gujarat","Navsari","47.8","2.2","13.6","7.5","21.1","11.1","82.2","91.2"
"1005","2016","3","Gujarat","Patan","74.2","0.6","150.9","5.4","156.3","25.7","256.8","280.2"
"1005","2017","3","Gujarat","Patan","57.5","0.8","143.9","10.6","154.5","33.7","246.5","283.3"
"1006","2016","3","Gujarat","Porbandar","0.0","0.0","0.0","24.2","24.2","11.3","35.6","65.8"
"1006","2017","3","Gujarat","Porbandar","0.0","0.0","0.0","31.1","31.1","7.3","38.4","78.8"
"1007","2016","4","Haryana","Fatehabad","61.0","-1.0","157.0","-1.0","157.0","-1.0","218.0","426.0"
"1007","2017","4","Haryana","Fatehabad","63.0","-1.0","155.0","-1.0","155.0","-1.0","218.0","427.0"
"1008","2016","4","Haryana","Jhajjar","50.0","-1.0","88.0","-1.0","88.0","-1.0","138.0","187.0"
"1008","2017","4","Haryana","Jhajjar","66.0","-1.0","73.0","-1.0","73.0","-1.0","139.0","227.0"
"1009","2016","4","Haryana","Panchkula","-1.0","-1.0","15.0","-1.0","15.0","-1.0","15.0","27.0"
"1009","2017","4","Haryana","Panchkula","0.0","-1.0","14.0","-1.0","14.0","-1.0","14.0","29.0"
"1010","2016","5","Karnataka","Bagalkote","24.1","-1.0","120.16","4.77","124.93","96.59","245.62","275.11"
"1010","2017","5","Karnataka","Bagalkote","35.78","0.0","125.03","3.54","128.57","102.94","267.29","300.46"
"1011","2016","5","Karnataka","Chamaraja Nagar","8.79","1.65","33.57","1.6","35.17","-1.0","45.6","56.26"
"1011","2017","5","Karnataka","Chamaraja Nagar","2.79","0.49","40.03","1.45","41.48","0.0","44.76","59.79"
"1012","2016","5","Karnataka","Davanagere","69.46","0.91","81.93","-1.0","81.93","8.11","160.41","181.0"
"1012","2017","5","Karnataka","Davanagere","37.75","1.11","109.86","0.0","109.86","6.64","155.35","182.26"
"1013","2016","5","Karnataka","Gadag","43.91","-1.0","40.23","0.43","40.66","16.15","100.72","103.63"
"1013","2017","5","Karnataka","Gadag","26.9","1.38","37.6","0.46","38.05","13.54","79.88","83.16"
"1014","2016","5","Karnataka","Haveri","0.62","-1.0","76.29","-1.0","76.29","13.3","90.21","111.14"
"1014","2017","5","Karnataka","Haveri","0.0","0.0","82.28","0.0","82.28","12.0","94.27","115.99"
"1015","2016","5","Karnataka","Koppal","31.49","-1.0","70.85","-1.0","70.85","0.14","102.47","114.85"
"1015","2017","5","Karnataka","Koppal","42.02","0.0","80.14","0.0","80.14","0.15","122.31","135.21"
"1016","2016","5","Karnataka","Udupi","-1.0","0.49","1.41","21.8","23.22","5.27","28.97","31.69"
"1016","2017","5","Karnataka","Udupi","0.0","0.46","1.7","23.27","24.96","6.36","31.79","32.07"
"1017","2016","9","Punjab","S.B.S Nagar","-1.0","-1.0","96.26","-1.0","96.26","-1.0","96.26","178.03"
"1017","2017","9","Punjab","S.B.S Nagar","0.0","0.0","96.26","0.0","96.26","0.0","96.26","171.22"
"1018","2016","9","Punjab","Shri Mukatsar Sahib","228.12","-1.0","-1.0","-1.0","-1.0","-1.0","228.12","452.21"
"1018","2017","9","Punjab","Shri Mukatsar Sahib","225.74","0.0","0.0","0.0","0.0","0.0","225.74","451.94"
"1019","2016","9","Punjab","Moga","-1.0","-1.0","193.27","-1.0","193.27","-1.0","193.27","383.62"
"1019","2017","9","Punjab","Moga","0.0","0.0","193.9","0.0","193.9","0.0","193.9","386.43"
"1020","2016","10","Rajasthan","Karoli","1.27","6.56","120.33","18.98","139.31","12.06","159.19","159.75"
"1020","2017","10","Rajasthan","Karoli","0.34","1.07","114.35","13.16","127.51","2.8","131.71","132.75"
"1022","2016","11","Tamil Nadu","Karur","2.15","-1.0","12.78","15.09","27.87","-1.0","30.03","30.6"
"1022","2017","11","Tamil Nadu","Karur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1023","2016","11","Tamil Nadu","Namakkal","3.98","-1.0","7.21","49.23","56.44","0.52","60.94","67.11"
"1023","2017","11","Tamil Nadu","Namakkal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1024","2016","11","Tamil Nadu","Perambular","-1.0","-1.0","1.84","22.46","24.3","-1.0","24.3","26.08"
"1024","2017","11","Tamil Nadu","Perambular","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1025","2016","11","Tamil Nadu","Theni","9.6","1.29","12.09","38.78","50.87","-1.0","61.76","66.57"
"1025","2017","11","Tamil Nadu","Theni","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1026","2016","11","Tamil Nadu","Tiruvarur","149.5","-1.0","-1.0","-1.0","-1.0","-1.0","149.5","219.44"
"1026","2017","11","Tamil Nadu","Tiruvarur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1027","2016","11","Tamil Nadu","Thiruvallur","-1.0","12.61","75.41","5.36","80.77","-1.0","93.38","141.01"
"1027","2017","11","Tamil Nadu","Thiruvallur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1028","2016","12","Uttar Pradesh","Ambedkar Nagar","9.07","0.0","150.88","5.26","156.14","0.01","165.22","279.33"
"1028","2017","12","Uttar Pradesh","Ambedkar Nagar","9.07","0.0","151.64","4.5","156.15","0.01","165.22","279.49"
"1029","2016","12","Uttar Pradesh","Kushi Nagar Padrauna","38.59","0.01","142.09","4.5","146.59","4.07","189.26","305.13"
"1029","2017","12","Uttar Pradesh","Kushi Nagar Padrauna","38.58","0.11","141.91","4.58","146.5","4.06","189.25","305.12"
"1030","2016","16","Uttarakhand","Udham Singh Nagar","12.9","-1.0","98.55","21.71","120.26","0.17","133.34","253.75"
"1030","2017","16","Uttarakhand","Udham Singh Nagar","13.37","0.0","78.68","44.66","123.33","0.2","136.9","256.31"
"1031","2016","12","Uttar Pradesh","Auraiya","47.62","0.03","81.2","1.24","82.44","0.01","130.09","218.9"
"1031","2017","12","Uttar Pradesh","Auraiya","47.81","0.0","81.59","0.0","81.59","0.0","129.4","214.69"
"1032","2016","16","Uttarakhand","Bageshwar","3.35","-1.0","-1.0","-1.0","-1.0","2.17","5.52","10.88"
"1032","2017","16","Uttarakhand","Bageshwar","5.54","0.0","0.0","0.0","0.0","0.89","6.43","12.49"
"1033","2016","12","Uttar Pradesh","Bagpat","1.68","0.0","105.46","0.16","105.62","0.0","107.31","174.37"
"1033","2017","12","Uttar Pradesh","Bagpat","1.73","0.0","105.75","0.0","105.75","0.0","107.48","174.22"
"1034","2016","12","Uttar Pradesh","Balrampur","2.82","4.88","87.27","0.81","88.08","2.86","98.63","167.28"
"1034","2017","12","Uttar Pradesh","Balrampur","3.43","4.84","87.36","0.91","88.27","2.42","98.96","167.61"
"1035","2016","16","Uttarakhand","Champavat","0.16","-1.0","1.31","-1.0","1.31","0.13","1.6","2.74"
"1035","2017","16","Uttarakhand","Champavat","0.18","0.0","1.19","0.0","1.19","0.26","1.62","2.9"
"1036","2016","12","Uttar Pradesh","Chandauli","103.59","0.9","10.08","0.09","10.16","2.42","117.07","215.45"
"1036","2017","12","Uttar Pradesh","Chandauli","104.52","0.45","10.09","0.0","10.09","1.97","117.04","215.41"
"1037","2016","12","Uttar Pradesh","Chitrakoot","4.32","0.28","77.93","1.36","79.29","0.53","84.43","93.25"
"1037","2017","12","Uttar Pradesh","Chitrakoot","4.53","0.28","76.83","3.72","80.55","0.68","86.04","94.59"
"1038","2016","12","Uttar Pradesh","G.B.Nagar","8.81","0.0","31.16","12.9","44.06","0.0","52.87","102.17"
"1038","2017","12","Uttar Pradesh","G.B.Nagar","8.81","0.0","32.04","12.02","44.06","0.0","52.87","101.85"
"1039","2016","12","Uttar Pradesh","Hathras","11.23","0.0","135.19","0.27","135.46","0.0","146.7","223.51"
"1039","2017","12","Uttar Pradesh","Hathras","11.23","0.0","135.26","0.27","135.53","0.0","146.76","223.42"
"1040","2016","12","Uttar Pradesh","Amroha J.B.Fulenagar","0.0","0.0","157.43","14.57","172.0","0.07","172.07","244.65"
"1040","2017","12","Uttar Pradesh","Amroha J.B.Fulenagar","0.0","0.0","157.64","14.57","172.21","0.03","172.24","245.3"
"1041","2016","12","Uttar Pradesh","Kannauj","5.95","0.0","135.28","5.11","140.39","0.0","146.35","244.97"
"1041","2017","12","Uttar Pradesh","Kannauj","6.89","0.0","134.63","4.99","139.63","0.0","146.52","245.16"
"1042","2016","12","Uttar Pradesh","Kushambi","12.42","0.0","83.27","0.47","83.74","0.0","96.15","157.96"
"1042","2017","12","Uttar Pradesh","Kushambi","12.47","0.0","84.03","0.47","84.5","0.0","96.97","159.54"
"1043","2016","16","Uttarakhand","Rudraprayag","2.3","-1.0","-1.0","-1.0","-1.0","0.22","2.53","4.59"
"1043","2017","16","Uttarakhand","Rudraprayag","2.26","0.0","0.0","0.0","0.0","0.31","2.57","4.46"
"1044","2016","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","11.49","0.0","46.08","0.1","46.18","0.0","57.68","85.38"
"1044","2017","12","Uttar Pradesh","Santh Ravi Das Nagar Bhadoi","11.23","0.0","46.54","0.09","46.63","0.0","57.86","87.11"
