Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
615,2016,17,Assam,Barpeta,7199.0,66.47,52.68,34.59,1764.0,16.29,12.91,8.48,1868.0,17.25,13.67,8.98,10831.0,79.26,52.05
615,2017,17,Assam,Barpeta,7352.0,62.25,54.19,35.28,2349.0,19.89,17.31,11.27,2110.0,17.86,15.55,10.12,11811.0,87.05,56.67
616,2016,17,Assam,Dhubri,8826.0,66.47,102.29,53.13,2162.0,16.28,25.06,13.01,2291.0,17.25,26.55,13.79,13279.0,153.91,79.93
616,2017,17,Assam,Dhubri,9015.0,62.24,104.17,54.87,2881.0,19.89,33.29,17.54,2588.0,17.87,29.9,15.75,14484.0,167.36,88.16
617,2016,17,Assam,Golaghat,4068.0,66.47,28.38,20.49,996.0,16.27,6.95,5.02,1056.0,17.25,7.37,5.32,6120.0,42.7,30.82
617,2017,17,Assam,Golaghat,4154.0,62.24,28.98,22.33,1327.0,19.88,9.26,7.13,1193.0,17.88,8.32,6.41,6674.0,46.57,35.88
618,2016,17,Assam,Jorhat,5905.0,66.48,43.26,38.19,1446.0,16.28,10.59,9.35,1532.0,17.25,11.22,9.91,8883.0,65.08,57.45
618,2017,17,Assam,Jorhat,6031.0,62.25,41.64,37.01,1927.0,19.89,13.3,11.82,1731.0,17.87,11.95,10.62,9689.0,66.89,59.45
619,2016,17,Assam,Karimganj,5910.0,66.47,80.79,68.16,1447.0,16.27,19.78,16.69,1534.0,17.25,20.97,17.69,8891.0,121.55,102.54
619,2017,17,Assam,Karimganj,6036.0,62.24,92.11,82.51,1929.0,19.89,29.44,26.37,1733.0,17.87,26.45,23.69,9698.0,147.99,132.56
620,2016,17,Assam,Kokrajhar,6148.0,66.47,52.62,35.36,1506.0,16.28,12.89,8.66,1595.0,17.25,13.65,9.17,9249.0,79.16,53.2
620,2017,17,Assam,Kokrajhar,6278.0,62.24,63.76,39.79,2006.0,19.89,20.37,12.71,1802.0,17.87,18.3,11.42,10086.0,102.44,63.93
621,2016,17,Assam,Nalbari,7445.0,66.47,108.14,64.68,1824.0,16.28,26.49,15.85,1932.0,17.25,28.06,16.78,11201.0,162.69,97.31
621,2017,17,Assam,Nalbari,7604.0,62.24,110.44,64.49,2430.0,19.89,35.29,20.61,2183.0,17.87,31.71,18.51,12217.0,177.45,103.61
622,2016,17,Assam,Sonitpur,7138.0,66.46,43.6,26.56,1749.0,16.28,10.68,6.51,1853.0,17.25,11.32,6.9,10740.0,65.61,39.97
622,2017,17,Assam,Sonitpur,7290.0,62.24,44.53,27.5,2329.0,19.89,14.23,8.79,2093.0,17.87,12.78,7.9,11712.0,71.54,44.18
626,2016,18,Himachal Pradesh,Bilashpur,1729.0,90.62,57.99,31.15,117.0,6.13,3.92,2.11,62.0,3.25,2.08,1.12,1908.0,63.99,34.37
626,2017,18,Himachal Pradesh,Bilashpur,1915.0,92.65,1251.63,64.22,107.0,5.18,69.93,3.59,45.0,2.18,29.41,1.51,2067.0,1350.98,69.32
627,2016,18,Himachal Pradesh,Chamba,1123.0,87.05,26.82,16.09,103.0,7.98,2.46,1.48,64.0,4.96,1.53,0.92,1290.0,30.81,18.49
627,2017,18,Himachal Pradesh,Chamba,1134.0,88.25,399.3,27.86,88.0,6.85,30.99,2.16,63.0,4.9,22.18,1.55,1285.0,452.46,31.56
628,2016,18,Himachal Pradesh,Hamirpur,1950.0,91.55,55.97,28.24,118.0,5.54,3.39,1.71,62.0,2.91,1.78,0.9,2130.0,61.13,30.85
628,2017,18,Himachal Pradesh,Hamirpur,2068.0,87.96,361.54,60.03,186.0,7.91,32.52,5.4,97.0,4.13,16.96,2.82,2351.0,411.01,68.24
629,2016,18,Himachal Pradesh,Kangra,5910.0,72.49,50.6,24.63,1523.0,18.68,13.04,6.35,720.0,8.83,6.16,3.0,8153.0,69.8,33.98
629,2017,18,Himachal Pradesh,Kangra,6298.0,73.87,290.23,57.87,1478.0,17.34,68.11,13.58,750.0,8.8,34.56,6.89,8526.0,392.9,78.34
630,2016,18,Himachal Pradesh,Kinnaur,110.0,38.33,13.32,10.35,81.0,28.22,9.81,7.62,96.0,33.45,11.63,9.03,287.0,34.76,27.0
630,2017,18,Himachal Pradesh,Kinnaur,111.0,42.05,61.67,13.86,64.0,24.24,35.56,7.99,89.0,33.71,49.44,11.11,264.0,146.67,32.96
631,2016,18,Himachal Pradesh,Kullu,2670.0,44.93,73.21,48.07,1474.0,24.8,40.42,26.54,1799.0,30.27,49.33,32.39,5943.0,162.95,106.99
631,2017,18,Himachal Pradesh,Kullu,2786.0,46.03,805.2,74.93,1384.0,22.87,400.0,37.22,1882.0,31.1,543.93,50.62,6052.0,1749.13,162.78
632,2016,18,Himachal Pradesh,Lahul & Spiti,195.0,37.5,57.4,46.04,190.0,36.54,55.93,44.86,135.0,25.96,39.74,31.88,520.0,153.08,122.79
632,2017,18,Himachal Pradesh,Lahul & Spiti,182.0,38.4,957.89,52.0,183.0,38.61,963.16,52.29,109.0,23.0,573.68,31.14,474.0,2494.74,135.43
633,2016,18,Himachal Pradesh,Solan,2436.0,71.5,67.85,43.84,645.0,18.93,17.96,11.61,326.0,9.57,9.08,5.87,3407.0,94.89,61.32
633,2017,18,Himachal Pradesh,Solan,2429.0,76.96,489.72,67.51,474.0,15.02,95.56,13.17,253.0,8.02,51.01,7.03,3156.0,636.29,87.72
634,2016,18,Himachal Pradesh,Mandi,4390.0,68.36,48.34,27.12,1178.0,18.34,12.97,7.28,854.0,13.3,9.4,5.28,6422.0,70.72,39.67
634,2017,18,Himachal Pradesh,Mandi,4378.0,68.17,1809.09,47.65,1152.0,17.94,476.03,12.54,892.0,13.89,368.6,9.71,6422.0,2653.72,69.9
635,2016,18,Himachal Pradesh,Shimla,5516.0,37.64,78.21,63.49,3042.0,20.76,43.13,35.01,6097.0,41.6,86.45,70.18,14655.0,207.8,168.68
635,2017,18,Himachal Pradesh,Shimla,6111.0,40.6,516.13,84.93,2888.0,19.19,243.92,40.14,6051.0,40.21,511.06,84.1,15050.0,1271.11,209.17
636,2016,18,Himachal Pradesh,Sirmaur,3251.0,74.6,81.14,43.41,712.0,16.34,17.77,9.51,395.0,9.06,9.86,5.27,4358.0,108.77,58.19
636,2017,18,Himachal Pradesh,Sirmaur,3375.0,76.24,657.89,85.97,665.0,15.02,129.63,16.94,387.0,8.74,75.44,9.86,4427.0,862.96,112.76
637,2016,18,Himachal Pradesh,Una,5279.0,71.16,136.03,70.06,1468.0,19.79,37.83,19.48,672.0,9.06,17.32,8.92,7419.0,191.17,98.46
637,2017,18,Himachal Pradesh,Una,5813.0,77.75,1799.69,140.89,1102.0,14.74,341.18,26.71,562.0,7.52,173.99,13.62,7477.0,2314.86,181.22
651,2016,19,Kerala,Alappuzha,4032.0,43.99,47.67,39.29,2263.0,24.69,26.75,22.05,2870.0,31.31,33.93,27.97,9165.0,108.35,89.31
651,2017,19,Kerala,Alappuzha,9747.0,65.14,116.42,88.51,2587.0,17.29,30.9,23.49,2629.0,17.57,31.4,23.87,14963.0,178.71,135.88
652,2016,19,Kerala,Kannur,3899.0,39.08,20.75,17.61,2419.0,24.25,12.87,10.93,3658.0,36.67,19.46,16.52,9976.0,53.08,45.07
652,2017,19,Kerala,Kannur,5130.0,44.21,27.36,23.31,2469.0,21.28,13.17,11.22,4006.0,34.52,21.37,18.2,11605.0,61.89,52.72
653,2016,19,Kerala,Eranakulam,12813.0,49.47,86.36,77.15,6609.0,25.51,44.55,39.79,6481.0,25.02,43.68,39.02,25903.0,174.59,155.96
653,2017,19,Kerala,Eranakulam,15458.0,54.85,104.24,93.92,5930.0,21.04,39.99,36.03,6794.0,24.11,45.81,41.28,28182.0,190.04,171.22
654,2016,19,Kerala,Idukki,6845.0,34.53,33.3,25.32,5230.0,26.38,25.44,19.34,7751.0,39.1,37.71,28.67,19826.0,96.46,73.33
654,2017,19,Kerala,Idukki,16041.0,55.64,78.07,58.98,4781.0,16.58,23.27,17.58,8010.0,27.78,38.98,29.45,28832.0,140.32,106.01
655,2016,19,Kerala,Kottayam,7923.0,39.52,49.33,38.77,5392.0,26.9,33.57,26.39,6733.0,33.58,41.92,32.95,20048.0,124.82,98.11
655,2017,19,Kerala,Kottayam,12873.0,52.55,79.19,62.16,5262.0,21.48,32.37,25.41,6364.0,25.98,39.15,30.73,24499.0,150.7,118.3
656,2016,19,Kerala,Kozhikode,5460.0,48.01,36.96,27.52,2607.0,22.92,17.65,13.14,3306.0,29.07,22.38,16.66,11373.0,76.98,57.33
656,2017,19,Kerala,Kozhikode,4650.0,45.74,31.32,24.3,2267.0,22.3,15.27,11.85,3249.0,31.96,21.88,16.98,10166.0,68.47,53.13
657,2016,19,Kerala,Malappuram,5413.0,40.54,31.26,22.76,3071.0,23.0,17.73,12.91,4869.0,36.46,28.12,20.47,13353.0,77.11,56.14
657,2017,19,Kerala,Malappuram,9128.0,50.67,52.53,37.86,3381.0,18.77,19.46,14.02,5504.0,30.56,31.68,22.83,18013.0,103.67,74.46
658,2016,19,Kerala,Palakkad,11785.0,54.1,62.39,42.32,4234.0,19.44,22.41,15.21,5763.0,26.46,30.51,20.7,21782.0,115.31,78.22
658,2017,19,Kerala,Palakkad,28176.0,70.15,136.22,103.78,5271.0,13.12,25.48,19.42,6717.0,16.72,32.47,24.74,40164.0,194.18,147.94
659,2016,19,Kerala,Kollam,2968.0,36.95,24.15,20.06,2225.0,27.7,18.11,15.04,2840.0,35.35,23.11,19.2,8033.0,65.37,54.3
659,2017,19,Kerala,Kollam,3230.0,42.42,25.94,22.81,1844.0,24.22,14.81,13.02,2541.0,33.37,20.4,17.95,7615.0,61.15,53.79
660,2016,19,Kerala,Thrissur,5997.0,43.32,46.68,35.07,3013.0,21.77,23.45,17.62,4832.0,34.91,37.61,28.26,13842.0,107.75,80.96
660,2017,19,Kerala,Thrissur,12512.0,62.25,96.02,73.0,3057.0,15.21,23.46,17.84,4532.0,22.55,34.78,26.44,20101.0,154.25,117.28
661,2016,19,Kerala,Thiruvananthapuram,2341.0,49.19,18.15,14.73,1462.0,30.72,11.33,9.2,956.0,20.09,7.41,6.01,4759.0,36.89,29.93
661,2017,19,Kerala,Thiruvananthapuram,6500.0,74.3,50.15,41.64,1439.0,16.45,11.1,9.22,809.0,9.25,6.24,5.18,8748.0,67.5,56.05
662,2016,19,Kerala,Kasaragod,1070.0,33.41,7.39,6.87,901.0,28.13,6.22,5.78,1232.0,38.46,8.5,7.91,3203.0,22.11,20.56
662,2017,19,Kerala,Kasaragod,4029.0,60.53,27.6,25.52,1047.0,15.73,7.17,6.63,1580.0,23.74,10.82,10.01,6656.0,45.59,42.15
663,2016,19,Kerala,Pathanamthitta,2434.0,43.2,30.24,23.41,1537.0,27.28,19.09,14.78,1663.0,29.52,20.66,15.99,5634.0,69.99,54.19
663,2017,19,Kerala,Pathanamthitta,3277.0,49.15,41.0,31.08,1715.0,25.72,21.46,16.27,1675.0,25.12,20.96,15.89,6667.0,83.42,63.24
664,2016,19,Kerala,Wayanad,5600.0,41.42,49.6,33.56,2229.0,16.49,19.74,13.36,5690.0,42.09,50.4,34.1,13519.0,119.74,81.01
664,2017,19,Kerala,Wayanad,7462.0,47.31,65.8,44.24,2244.0,14.23,19.79,13.3,6065.0,38.46,53.48,35.96,15771.0,139.07,93.51
701,2016,8,Orissa,Balasore,26214.0,54.76,132.39,85.67,14389.0,30.06,72.67,47.02,7270.0,15.19,36.72,23.76,47873.0,241.78,156.45
701,2017,8,Orissa,Balasore,20829.0,52.13,109.05,69.66,11777.0,29.47,61.66,39.39,7350.0,18.4,38.48,24.58,39956.0,209.19,133.63
702,2016,8,Orissa,Bolangir,15037.0,49.8,48.2,31.66,9548.0,31.62,30.6,20.1,5609.0,18.58,17.98,11.81,30194.0,96.78,63.57
702,2017,8,Orissa,Bolangir,16191.0,66.35,52.74,37.48,5270.0,21.6,17.17,12.2,2940.0,12.05,9.58,6.81,24401.0,79.48,56.48
703,2016,8,Orissa,Cuttack,15142.0,72.69,98.32,57.36,3556.0,17.07,23.09,13.47,2134.0,10.24,13.86,8.08,20832.0,135.27,78.91
703,2017,8,Orissa,Cuttack,12664.0,70.88,109.17,49.28,3309.0,18.52,28.53,12.88,1894.0,10.6,16.33,7.37,17867.0,154.03,69.52
704,2016,8,Orissa,Dhenkanal,4387.0,57.83,28.67,18.2,2349.0,30.96,15.35,9.75,850.0,11.2,5.56,3.53,7586.0,49.58,31.48
704,2017,8,Orissa,Dhenkanal,3421.0,59.42,30.82,14.94,1537.0,26.7,13.85,6.71,799.0,13.88,7.2,3.49,5757.0,51.86,25.14
705,2016,8,Orissa,Ganjam,26334.0,78.37,65.34,44.04,4233.0,12.6,10.5,7.08,3036.0,9.03,7.53,5.08,33603.0,83.38,56.19
705,2017,8,Orissa,Ganjam,26128.0,72.24,80.39,47.59,6215.0,17.18,19.12,11.32,3826.0,10.58,11.77,6.97,36169.0,111.29,65.88
706,2016,8,Orissa,Kalahandi,18873.0,63.64,52.14,31.3,7329.0,24.71,20.25,12.15,3456.0,11.65,9.55,5.73,29658.0,81.93,49.18
706,2017,8,Orissa,Kalahandi,20439.0,60.65,59.94,36.76,8764.0,26.0,25.7,15.76,4499.0,13.35,13.19,8.09,33702.0,98.83,60.62
707,2016,8,Orissa,Keonjhar,7694.0,63.77,28.18,18.9,3308.0,27.42,12.12,8.13,1064.0,8.82,3.9,2.61,12066.0,44.2,29.65
707,2017,8,Orissa,Keonjhar,9185.0,62.86,31.89,22.96,3701.0,25.33,12.85,9.25,1725.0,11.81,5.99,4.31,14611.0,50.73,36.53
708,2016,8,Orissa,Koraput,10898.0,56.92,37.32,28.83,4945.0,25.83,16.93,13.08,3302.0,17.25,11.31,8.74,19145.0,65.57,50.65
708,2017,8,Orissa,Koraput,9106.0,57.43,35.57,24.03,4233.0,26.69,16.54,11.17,2518.0,15.88,9.84,6.64,15857.0,61.94,41.84
709,2016,8,Orissa,Mayurbhanja,15011.0,68.22,38.29,31.54,4999.0,22.72,12.75,10.5,1994.0,9.06,5.09,4.19,22004.0,56.13,46.23
709,2017,8,Orissa,Mayurbhanja,13234.0,64.54,34.2,26.1,4866.0,23.73,12.57,9.6,2406.0,11.73,6.22,4.75,20506.0,52.99,40.45
710,2016,8,Orissa,Phulbani(Kandhamal),1682.0,53.48,14.02,9.4,1083.0,34.44,9.03,6.05,380.0,12.08,3.17,2.12,3145.0,26.21,17.57
710,2017,8,Orissa,Phulbani(Kandhamal),1321.0,57.11,12.35,8.01,676.0,29.23,6.32,4.1,316.0,13.66,2.95,1.92,2313.0,21.62,14.02
711,2016,8,Orissa,Puri,9807.0,59.16,70.55,43.01,3923.0,23.66,28.22,17.21,2848.0,17.18,20.49,12.49,16578.0,119.27,72.71
711,2017,8,Orissa,Puri,9882.0,57.86,108.59,45.54,3854.0,22.57,42.35,17.76,3343.0,19.57,36.74,15.41,17079.0,187.68,78.71
712,2016,8,Orissa,Sambalpur,16230.0,57.63,87.26,56.55,8537.0,30.31,45.9,29.75,3394.0,12.05,18.25,11.83,28161.0,151.4,98.12
712,2017,8,Orissa,Sambalpur,19822.0,60.16,103.24,73.96,8803.0,26.72,45.85,32.85,4323.0,13.12,22.52,16.13,32948.0,171.6,122.94
713,2016,8,Orissa,Sundargarh,11675.0,46.43,40.54,30.01,11869.0,47.2,41.21,30.51,1602.0,6.37,5.56,4.12,25146.0,87.31,64.64
713,2017,8,Orissa,Sundargarh,11410.0,44.25,40.04,30.59,12594.0,48.84,44.19,33.76,1781.0,6.91,6.25,4.77,25785.0,90.47,69.13
714,2016,8,Orissa,Bhadrak,12688.0,62.79,77.84,61.0,4972.0,24.6,30.5,23.9,2548.0,12.61,15.63,12.25,20208.0,123.98,97.15
714,2017,8,Orissa,Bhadrak,10506.0,50.87,60.38,48.41,6833.0,33.09,39.27,31.49,3313.0,16.04,19.04,15.27,20652.0,118.69,95.17
716,2016,8,Orissa,Jagatsinghapur,7488.0,54.47,85.09,40.26,4299.0,31.27,48.85,23.11,1960.0,14.26,22.27,10.54,13747.0,156.22,73.91
716,2017,8,Orissa,Jagatsinghapur,6110.0,50.73,73.61,33.39,3909.0,32.46,47.1,21.36,2025.0,16.81,24.4,11.07,12044.0,145.11,65.81
717,2016,8,Orissa,Jajapur,9592.0,59.86,72.67,40.82,3927.0,24.51,29.75,16.71,2505.0,15.63,18.98,10.66,16024.0,121.39,68.19
717,2017,8,Orissa,Jajapur,11011.0,56.7,89.52,49.38,4896.0,25.21,39.8,21.96,3513.0,18.09,28.56,15.75,19420.0,157.89,87.09
718,2016,8,Orissa,Kendrapara,4888.0,61.47,38.49,20.28,2552.0,32.09,20.09,10.59,512.0,6.44,4.03,2.12,7952.0,62.61,33.0
718,2017,8,Orissa,Kendrapara,4625.0,58.84,35.04,19.68,2556.0,32.52,19.36,10.88,679.0,8.64,5.14,2.89,7860.0,59.55,33.45
719,2016,8,Orissa,Angul,4428.0,61.9,23.06,14.76,1847.0,25.82,9.62,6.16,878.0,12.27,4.57,2.93,7153.0,37.26,23.84
719,2017,8,Orissa,Angul,4354.0,60.2,22.1,14.09,2025.0,28.0,10.28,6.55,853.0,11.79,4.33,2.76,7232.0,36.71,23.4
720,2016,8,Orissa,Gajapati,3310.0,75.01,44.73,23.64,830.0,18.81,11.22,5.93,273.0,6.19,3.69,1.95,4413.0,59.64,31.52
720,2017,8,Orissa,Gajapati,3575.0,71.72,47.04,26.48,1167.0,23.41,15.36,8.64,243.0,4.87,3.2,1.8,4985.0,65.59,36.93
721,2016,8,Orissa,Nuapada,5795.0,65.59,30.66,21.0,2227.0,25.21,11.78,8.07,813.0,9.2,4.3,2.95,8835.0,46.75,32.01
721,2017,8,Orissa,Nuapada,5691.0,63.31,30.11,20.69,2394.0,26.63,12.67,8.71,904.0,10.06,4.78,3.29,8989.0,47.56,32.69
722,2016,8,Orissa,Malkangiri,4373.0,65.07,31.24,20.63,1733.0,25.79,12.38,8.17,614.0,9.14,4.39,2.9,6720.0,48.0,31.7
722,2017,8,Orissa,Malkangiri,7355.0,65.92,31.24,20.63,2881.0,25.82,20.29,13.28,921.0,8.25,6.49,4.24,11157.0,78.57,51.41
723,2016,8,Orissa,Nawarangpur,23343.0,65.39,127.56,81.62,8402.0,23.54,45.91,29.38,3955.0,11.08,21.61,13.83,35700.0,195.08,124.83
723,2017,8,Orissa,Nawarangpur,26515.0,68.87,142.55,96.42,7369.0,19.14,39.62,26.8,4614.0,11.99,24.81,16.78,38498.0,206.98,139.99
724,2016,8,Orissa,Rayagada,8075.0,68.5,46.95,31.92,2320.0,19.68,13.49,9.17,1393.0,11.82,8.1,5.51,11788.0,68.53,46.59
724,2017,8,Orissa,Rayagada,10204.0,66.4,58.64,41.99,3632.0,23.63,20.87,14.95,1532.0,9.97,8.8,6.3,15368.0,88.32,63.24
725,2016,8,Orissa,Khurda,5195.0,65.3,43.29,27.49,1642.0,20.64,13.68,8.69,1119.0,14.06,9.32,5.92,7956.0,66.3,42.1
725,2017,8,Orissa,Khurda,7398.0,59.24,73.25,40.21,2893.0,23.16,28.64,15.72,2198.0,17.6,21.76,11.95,12489.0,123.65,67.88
726,2016,8,Orissa,Nayagarh,5295.0,70.27,41.37,23.96,1578.0,20.94,12.33,7.14,662.0,8.79,5.17,3.0,7535.0,58.87,34.1
726,2017,8,Orissa,Nayagarh,5684.0,61.95,47.76,25.04,2307.0,25.14,19.39,10.16,1184.0,12.9,9.95,5.22,9175.0,77.1,40.42
728,2016,8,Orissa,Boudh,4117.0,64.55,49.01,31.91,1610.0,25.24,19.17,12.48,651.0,10.21,7.75,5.05,6378.0,75.93,49.44
728,2017,8,Orissa,Boudh,3599.0,69.57,41.85,26.08,1015.0,19.62,11.8,7.36,559.0,10.81,6.5,4.05,5173.0,60.15,37.49
729,2016,8,Orissa,Bargarh,12975.0,53.48,40.05,30.53,7657.0,31.56,23.63,18.02,3631.0,14.97,11.21,8.54,24263.0,74.89,57.09
729,2017,8,Orissa,Bargarh,33222.0,58.01,102.54,74.16,15695.0,27.41,48.44,35.03,8353.0,14.59,25.78,18.65,57270.0,176.76,127.83
730,2016,8,Orissa,Deogarh,2463.0,62.02,39.73,24.15,1107.0,27.88,17.85,10.85,401.0,10.1,6.47,3.93,3971.0,64.05,38.93
730,2017,8,Orissa,Deogarh,2093.0,57.44,31.24,18.52,1091.0,29.94,16.28,9.65,460.0,12.62,6.87,4.07,3644.0,54.39,32.25
731,2016,8,Orissa,Jharsuguda,3298.0,58.79,43.97,39.26,1739.0,31.0,23.19,20.7,573.0,10.21,7.64,6.82,5610.0,74.8,66.79
731,2017,8,Orissa,Jharsuguda,3372.0,61.36,56.2,38.76,1401.0,25.5,23.35,16.1,722.0,13.14,12.03,8.3,5495.0,91.58,63.16
732,2016,8,Orissa,Sonepur,6128.0,60.66,48.25,27.6,2379.0,23.55,18.73,10.72,1596.0,15.8,12.57,7.19,10103.0,79.55,45.51
732,2017,8,Orissa,Sonepur,6103.0,57.99,48.44,27.49,2703.0,25.68,21.45,12.18,1718.0,16.32,13.63,7.74,10524.0,83.52,47.41
801,2016,13,West Bengal,24 - Paraganas South,26210.0,48.85,72.75,49.39,18329.0,34.16,50.87,34.54,9115.0,16.99,25.3,17.18,53654.0,148.92,101.1
801,2017,13,West Bengal,24 - Paraganas South,25528.0,53.82,71.22,45.34,13775.0,29.04,38.43,24.47,8133.0,17.15,22.69,14.45,47436.0,132.34,84.26
802,2016,13,West Bengal,24 - Paraganas North,39075.0,54.77,169.16,79.89,16755.0,23.49,72.53,34.25,15512.0,21.74,67.15,31.71,71342.0,308.84,145.85
802,2017,13,West Bengal,24 - Paraganas North,34389.0,51.58,148.91,72.2,16672.0,25.0,72.19,35.0,15616.0,23.42,67.62,32.78,66677.0,288.73,139.98
803,2016,13,West Bengal,Nadia,54158.0,56.0,184.59,79.82,26335.0,27.23,89.76,38.81,16211.0,16.76,55.25,23.89,96704.0,329.61,142.53
803,2017,13,West Bengal,Nadia,54414.0,56.11,185.35,81.11,24854.0,25.63,84.66,37.05,17712.0,18.26,60.33,26.4,96980.0,330.34,144.56
804,2016,13,West Bengal,Murshidabad,77603.0,58.51,194.88,78.94,33313.0,25.12,83.66,33.89,21705.0,16.37,54.51,22.08,132621.0,333.04,134.9
804,2017,13,West Bengal,Murshidabad,73459.0,54.1,184.41,78.06,36570.0,26.93,91.81,38.86,25761.0,18.97,64.67,27.38,135790.0,340.89,144.3
805,2016,13,West Bengal,Burdwan,78064.0,47.49,171.46,105.74,49617.0,30.18,108.98,67.21,36703.0,22.33,80.61,49.72,164384.0,361.05,222.67
805,2017,13,West Bengal,Burdwan,77136.0,44.67,192.82,105.1,52476.0,30.39,131.18,71.5,43060.0,24.94,107.64,58.67,172672.0,431.64,235.27
806,2016,13,West Bengal,Birbhum,49462.0,60.36,151.24,85.47,18208.0,22.22,55.68,31.46,14275.0,17.42,43.65,24.67,81945.0,250.57,141.6
806,2017,13,West Bengal,Birbhum,48688.0,54.99,149.11,78.95,22289.0,25.17,68.26,36.14,17570.0,19.84,53.81,28.49,88547.0,271.18,143.57
807,2016,13,West Bengal,Bankura,36192.0,48.2,106.97,69.49,22650.0,30.16,66.95,43.49,16251.0,21.64,48.03,31.2,75093.0,221.95,144.17
807,2017,13,West Bengal,Bankura,34124.0,42.08,100.4,63.78,26662.0,32.88,78.45,49.83,20307.0,25.04,59.75,37.96,81093.0,238.6,151.57
810,2016,13,West Bengal,Hooghly,54110.0,39.1,256.63,105.55,45941.0,33.2,217.88,89.62,38345.0,27.71,181.86,74.8,138396.0,656.37,269.97
810,2017,13,West Bengal,Hooghly,51337.0,37.94,243.43,98.3,44821.0,33.12,212.54,85.82,39168.0,28.94,185.73,75.0,135326.0,641.7,259.12
811,2016,13,West Bengal,Howrah,10275.0,50.1,124.63,62.08,6199.0,30.23,75.19,37.45,4034.0,19.67,48.93,24.37,20508.0,248.76,123.91
811,2017,13,West Bengal,Howrah,10068.0,47.87,122.46,62.11,5974.0,28.4,72.66,36.85,4990.0,23.73,60.69,30.78,21032.0,255.82,129.75
812,2016,13,West Bengal,Jalpaiguri,65390.0,56.62,321.01,181.62,21829.0,18.9,107.16,60.63,28267.0,24.48,138.77,78.51,115486.0,566.94,320.77
812,2017,13,West Bengal,Jalpaiguri,63435.0,51.06,311.3,189.69,24517.0,19.73,120.31,73.31,36287.0,29.21,178.07,108.51,124239.0,609.69,371.51
813,2016,13,West Bengal,Darjeeling,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
813,2017,13,West Bengal,Darjeeling,1778.0,78.33,15.43,11.59,23.0,1.01,0.2,0.15,469.0,20.66,4.07,3.06,2270.0,19.69,14.8
814,2016,13,West Bengal,Malda,58028.0,59.23,245.19,124.64,22359.0,22.82,94.48,48.03,17586.0,17.95,74.31,37.77,97973.0,413.98,210.45
814,2017,13,West Bengal,Malda,46390.0,52.1,198.52,98.56,23274.0,26.14,99.6,49.45,19383.0,21.77,82.95,41.18,89047.0,381.07,189.2
815,2016,13,West Bengal,Kalimpong,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
815,2017,13,West Bengal,Kalimpong,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
816,2016,13,West Bengal,Cooch Behar,24664.0,56.34,96.29,48.41,12044.0,27.51,47.02,23.64,7069.0,16.15,27.6,13.88,43777.0,170.92,85.93
816,2017,13,West Bengal,Cooch Behar,23700.0,49.27,92.24,43.95,14427.0,29.99,56.15,26.75,9973.0,20.73,38.82,18.49,48100.0,187.21,89.19
817,2016,13,West Bengal,Purulia,9340.0,64.89,30.2,26.27,3566.0,24.78,11.53,10.03,1487.0,10.33,4.81,4.18,14393.0,46.54,40.49
817,2017,13,West Bengal,Purulia,10296.0,64.96,32.83,28.02,3493.0,22.04,11.14,9.5,2061.0,13.0,6.57,5.61,15850.0,50.54,43.13
819,2016,13,West Bengal,Uttar Dinajpur,62497.0,58.95,227.77,122.99,24921.0,23.51,90.83,49.04,18597.0,17.54,67.78,36.6,106015.0,386.38,208.63
819,2017,13,West Bengal,Uttar Dinajpur,56731.0,53.59,207.17,107.5,27101.0,25.6,98.97,51.36,22024.0,20.81,80.43,41.74,105856.0,386.57,200.6
820,2016,13,West Bengal,Dakshin Dinajpur,34946.0,52.53,185.76,114.49,16488.0,24.78,87.64,54.02,15093.0,22.69,80.23,49.45,66527.0,353.63,217.95
820,2017,13,West Bengal,Dakshin Dinajpur,33977.0,47.26,181.22,83.0,16937.0,23.56,90.34,41.37,20979.0,29.18,111.9,51.25,71893.0,383.46,175.61
