Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
184,2016,4,Haryana,Karnal,175.0,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
184,2017,4,Haryana,Karnal,174.0,176.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
185,2016,4,Haryana,Kurukshetra,116.0,106.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
185,2017,4,Haryana,Kurukshetra,121.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
186,2016,4,Haryana,Rohtak,47.0,105.0,0.0,0.0,11.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0
186,2017,4,Haryana,Rohtak,49.0,104.0,0.0,0.0,14.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0
187,2016,4,Haryana,Sonepat,109.0,144.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0
187,2017,4,Haryana,Sonepat,108.0,144.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0
188,2016,4,Haryana,Faridabad,12.0,30.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,2017,4,Haryana,Faridabad,12.0,30.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
189,2016,12,Uttar Pradesh,Saharanpur,79.83,139.5,0.12,0.0,0.12,0.05,0.53,0.0,0.84,0.03,0.01,2.56,2.6,0.09,0.04,0.0,107.43,0.01,33.1,0.0
189,2017,12,Uttar Pradesh,Saharanpur,80.272,139.271,0.124,0.0,0.124,0.053,0.544,0.0,0.828,0.031,0.012,2.583,2.626,0.097,0.035,0.001,107.153,0.009,33.216,49.896
190,2016,12,Uttar Pradesh,Muzaffarnagar,14.06,82.05,0.0,0.0,0.0,0.0,0.06,0.0,0.96,0.02,0.02,1.66,1.69,0.0,0.01,0.0,159.59,0.01,9.12,0.0
190,2017,12,Uttar Pradesh,Muzaffarnagar,13.759,82.131,0.0,0.0,0.0,0.0,0.037,0.0,0.975,0.046,0.014,1.65,1.71,0.0,0.005,0.0,161.991,0.005,9.158,47.022
191,2016,12,Uttar Pradesh,Meerut,19.16,78.12,0.0,0.0,0.0,0.04,0.33,0.0,0.16,0.02,0.93,2.13,3.08,0.0,0.01,0.0,126.35,0.01,21.34,0.0
191,2017,12,Uttar Pradesh,Meerut,19.367,78.487,0.0,0.0,0.0,0.036,0.334,0.0,0.16,0.017,0.937,2.131,3.085,0.0,0.006,0.0,126.51,0.008,21.506,46.821
192,2016,12,Uttar Pradesh,Buland Shahar,113.18,202.46,0.02,0.0,0.02,15.5,36.01,0.01,5.03,0.25,6.75,6.1,13.1,0.0,0.21,0.0,46.86,0.43,32.8,0.0
192,2017,12,Uttar Pradesh,Buland Shahar,113.178,198.73,0.105,0.0,0.105,16.767,36.972,0.012,4.148,0.068,6.779,6.171,13.018,0.001,0.071,0.0,46.76,0.363,34.342,58.443
193,2016,12,Uttar Pradesh,Ghaziabad,9.33,27.83,0.0,0.0,0.0,0.07,0.09,0.0,0.04,0.0,0.44,0.1,0.54,0.0,0.0,0.0,21.63,0.0,2.23,0.0
193,2017,12,Uttar Pradesh,Ghaziabad,9.221,26.747,0.002,0.0,0.002,0.066,0.076,0.0,0.053,0.0,0.33,0.044,0.374,0.0,0.0,0.0,21.985,0.0,2.102,13.909
194,2016,12,Uttar Pradesh,Aligarh,104.04,221.86,0.03,0.0,0.03,10.55,16.77,0.0,3.99,0.03,8.71,11.99,20.73,0.09,0.23,0.0,5.4,2.36,42.15,0.0
194,2017,12,Uttar Pradesh,Aligarh,104.482,221.492,0.03,0.0,0.03,10.531,16.842,0.0,3.998,0.03,8.715,11.94,20.685,0.087,0.228,0.0,5.402,2.364,42.615,31.672
195,2016,12,Uttar Pradesh,Mathura,48.01,194.34,0.02,0.0,0.02,0.95,0.66,0.0,4.7,0.0,1.86,2.4,4.26,0.0,0.0,0.0,0.41,1.47,19.42,0.0
195,2017,12,Uttar Pradesh,Mathura,49.581,194.037,0.024,0.0,0.024,0.952,0.666,0.0,4.687,0.0,1.877,2.439,4.316,0.0,0.002,0.0,0.36,1.524,19.323,20.411
196,2016,12,Uttar Pradesh,Agra,9.94,133.04,0.0,0.0,0.0,0.32,0.66,0.0,3.66,0.11,0.53,2.18,2.82,0.0,0.1,0.0,0.11,2.96,85.55,0.0
196,2017,12,Uttar Pradesh,Agra,9.795,129.731,0.0,0.0,0.0,0.31,0.657,0.0,3.669,0.117,0.53,2.173,2.82,0.001,0.068,0.0,0.106,2.709,83.292,12.29
197,2016,12,Uttar Pradesh,Mainpuri,67.09,137.61,0.22,0.0,0.22,21.95,38.56,0.0,0.56,0.9,0.58,5.94,7.42,2.37,0.26,0.0,0.28,0.0,29.06,0.0
197,2017,12,Uttar Pradesh,Mainpuri,67.011,137.517,0.217,0.0,0.217,21.947,38.615,0.0,0.559,0.821,0.577,5.867,7.265,2.374,0.259,0.0,0.279,0.0,29.455,5.895
198,2016,12,Uttar Pradesh,Etah,35.18,143.39,0.24,0.0,0.24,40.21,24.59,0.0,0.27,0.17,1.98,5.23,7.38,0.59,0.58,0.0,0.14,0.04,21.17,0.0
198,2017,12,Uttar Pradesh,Etah,32.353,144.013,0.253,0.0,0.253,39.715,25.309,0.003,0.412,0.169,1.901,5.195,7.265,0.593,0.575,0.0,0.142,0.028,22.169,10.499
199,2016,12,Uttar Pradesh,Bareilly,167.7,205.78,0.27,0.0,0.27,0.26,0.22,0.0,0.15,0.02,0.0,1.36,1.39,0.03,0.19,0.0,79.02,0.0,12.58,0.0
199,2017,12,Uttar Pradesh,Bareilly,168.305,205.863,0.268,0.0,0.268,0.264,0.215,0.0,0.146,0.022,0.004,1.363,1.389,0.027,0.19,0.0,78.839,0.0,12.595,6.848
200,2016,12,Uttar Pradesh,Budaun,83.41,250.15,0.05,0.0,0.05,3.5,8.66,0.0,0.35,0.39,0.08,8.98,9.45,0.06,0.03,0.0,22.51,0.0,25.96,0.0
200,2017,12,Uttar Pradesh,Budaun,84.913,249.957,0.052,0.0,0.052,3.512,8.671,0.001,0.349,0.387,0.082,8.979,9.448,0.056,0.034,0.001,24.13,0.0,26.018,4.355
201,2016,12,Uttar Pradesh,Moradabad,91.56,116.76,0.04,0.0,0.04,0.0,0.28,0.0,0.04,0.0,0.01,1.04,1.05,0.0,0.01,0.0,50.08,0.0,7.35,0.0
201,2017,12,Uttar Pradesh,Moradabad,91.813,117.152,0.043,0.0,0.043,0.0,0.283,0.0,0.038,0.001,0.014,1.037,1.052,0.0,0.007,0.002,50.248,0.0,7.58,11.185
202,2016,12,Uttar Pradesh,Shahjahanpur,205.55,265.78,0.11,0.0,0.11,1.42,0.73,0.03,0.01,0.12,0.57,1.63,2.32,0.19,1.02,0.02,55.92,0.0,12.58,0.0
202,2017,12,Uttar Pradesh,Shahjahanpur,205.56,265.815,0.111,0.0,0.111,1.423,0.725,0.027,0.006,0.119,0.569,1.634,2.322,0.185,1.021,0.017,55.909,0.0,12.583,5.046
203,2016,12,Uttar Pradesh,Pilibhit,153.24,163.8,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.12,0.0,0.33,0.45,0.01,0.07,0.0,64.48,0.0,3.47,0.0
203,2017,12,Uttar Pradesh,Pilibhit,152.437,156.085,0.0,0.0,0.0,0.0,0.035,0.0,0.007,0.121,0.003,0.313,0.437,0.007,0.068,0.0,65.247,0.0,3.481,4.694
204,2016,12,Uttar Pradesh,Rampur,136.63,147.6,0.0,0.0,0.0,0.19,0.23,0.0,0.19,0.05,0.06,1.92,2.04,0.0,0.11,0.0,23.03,0.0,10.39,0.0
204,2017,12,Uttar Pradesh,Rampur,137.051,148.173,0.0,0.0,0.0,0.193,0.232,0.001,0.189,0.054,0.064,1.921,2.039,0.0,0.109,0.0,23.086,0.0,10.687,7.824
205,2016,12,Uttar Pradesh,Bijnor,45.94,101.85,0.0,0.0,0.0,0.01,0.02,0.0,0.15,0.06,0.0,2.02,2.08,0.05,0.08,0.0,215.63,0.0,8.98,0.0
205,2017,12,Uttar Pradesh,Bijnor,47.084,101.145,0.0,0.0,0.0,0.009,0.017,0.0,0.147,0.055,0.003,2.026,2.084,0.052,0.078,0.0,215.533,0.0,8.956,20.207
206,2016,12,Uttar Pradesh,Farrukhabad,14.73,73.93,3.05,0.0,3.05,2.59,32.73,0.0,0.03,0.28,0.72,4.38,5.38,0.69,1.57,0.0,8.53,0.0,50.91,0.0
206,2017,12,Uttar Pradesh,Farrukhabad,14.638,73.94,3.038,0.0,3.038,2.587,32.683,0.004,0.025,0.283,0.723,4.335,5.341,0.686,1.508,0.0,8.541,0.0,50.899,7.28
207,2016,12,Uttar Pradesh,Etawah,55.08,99.57,0.0,0.0,0.0,1.57,4.88,0.0,0.83,0.57,0.03,6.5,7.11,0.06,0.05,0.0,0.27,0.0,20.18,0.0
207,2017,12,Uttar Pradesh,Etawah,55.599,98.888,0.002,0.0,0.002,1.508,4.874,0.004,0.82,0.56,0.027,6.374,6.961,0.059,0.054,0.001,0.273,0.0,20.15,2.382
209,2016,12,Uttar Pradesh,Fatehpur,86.03,176.59,0.26,0.0,0.26,0.43,0.06,0.0,0.24,1.27,1.0,7.08,9.34,0.08,0.35,0.01,7.64,0.0,17.37,0.0
209,2017,12,Uttar Pradesh,Fatehpur,88.696,175.539,0.259,0.0,0.259,0.429,0.06,0.0,0.159,1.267,0.996,6.94,9.203,0.08,0.354,0.009,7.669,0.0,17.36,3.458
210,2016,12,Uttar Pradesh,Allahabad,235.37,238.57,0.07,0.0,0.07,0.79,0.1,0.02,0.13,0.38,0.42,7.09,7.89,0.03,0.07,0.01,0.25,0.05,17.31,0.0
210,2017,12,Uttar Pradesh,Allahabad,235.851,238.745,0.093,0.0,0.093,0.877,0.102,0.019,0.151,0.384,0.504,7.213,8.101,0.031,0.09,0.009,0.25,0.047,17.402,2.236
211,2016,12,Uttar Pradesh,Jhansi,9.84,159.19,0.0,0.0,0.0,0.0,0.0,0.0,2.91,13.46,0.0,40.05,53.5,0.02,0.0,0.11,0.09,0.0,3.09,0.0
211,2017,12,Uttar Pradesh,Jhansi,9.837,159.3,0.001,0.0,0.001,0.0,0.001,0.0,2.913,13.463,0.0,40.03,53.493,0.018,0.0,0.107,0.088,0.0,3.098,0.366
212,2016,12,Uttar Pradesh,Lalitpur,0.0,153.12,0.0,0.0,0.0,0.0,0.0,0.0,7.25,8.07,0.0,52.46,60.53,0.0,0.0,0.0,0.03,0.0,1.9,0.0
212,2017,12,Uttar Pradesh,Lalitpur,0.0,157.195,0.0,0.0,0.0,0.0,0.001,0.0,7.495,8.717,0.0,51.312,60.029,0.0,0.0,0.0,0.031,0.0,2.054,0.078
213,2016,12,Uttar Pradesh,Jalaun,1.29,175.9,0.08,0.0,0.08,0.12,0.0,0.0,5.64,1.08,0.02,73.78,74.88,0.0,0.31,0.01,0.91,0.0,9.78,0.0
213,2017,12,Uttar Pradesh,Jalaun,1.395,166.845,0.079,0.0,0.079,0.122,0.001,0.0,5.637,1.066,0.019,73.653,74.738,0.002,0.312,0.005,0.823,0.0,9.906,0.367
214,2016,12,Uttar Pradesh,Hamirpur,0.16,130.56,0.0,0.0,0.0,0.0,0.0,0.0,3.51,13.1,0.0,24.91,38.01,0.01,0.0,0.27,3.6,0.0,1.72,0.0
214,2017,12,Uttar Pradesh,Hamirpur,0.985,130.772,0.0,0.0,0.0,0.0,0.0,0.0,3.203,16.768,0.0,23.246,40.014,0.131,0.0,0.188,3.533,0.0,1.719,0.265
215,2016,12,Uttar Pradesh,Banda,68.64,186.78,0.0,0.0,0.0,0.0,0.0,0.0,0.29,3.06,0.0,5.05,8.11,0.05,0.0,0.06,0.34,0.0,1.75,0.0
215,2017,12,Uttar Pradesh,Banda,73.255,189.034,0.0,0.0,0.0,0.006,0.0,0.0,0.431,3.265,0.007,4.328,7.6,0.027,0.001,0.056,0.341,0.0,1.414,0.592
216,2016,12,Uttar Pradesh,Varanasi,53.19,71.45,0.02,0.0,0.02,0.01,0.04,0.0,0.06,0.22,0.04,2.04,2.3,0.0,0.01,0.0,2.65,0.0,6.55,0.0
216,2017,12,Uttar Pradesh,Varanasi,53.16,71.279,0.015,0.0,0.015,0.014,0.031,0.0,0.055,0.221,0.036,2.037,2.294,0.0,0.01,0.001,2.651,0.0,6.57,0.748
217,2016,12,Uttar Pradesh,Mirzpur,107.28,124.29,0.0,0.0,0.0,0.05,0.03,0.0,0.26,0.12,0.02,0.54,0.69,0.02,0.02,0.0,1.03,0.0,5.03,0.0
217,2017,12,Uttar Pradesh,Mirzpur,106.892,123.092,0.003,0.0,0.003,0.052,0.025,0.003,0.254,0.122,0.024,0.543,0.689,0.021,0.016,0.001,1.013,0.0,5.004,0.639
218,2016,12,Uttar Pradesh,Jaunpur,159.97,215.93,0.02,0.0,0.02,0.17,0.44,0.0,0.3,0.19,0.14,5.93,6.25,0.0,0.01,0.0,7.66,0.0,12.67,0.0
218,2017,12,Uttar Pradesh,Jaunpur,159.982,215.902,0.019,0.0,0.019,0.172,0.442,0.003,0.297,0.149,0.136,5.962,6.247,0.001,0.007,0.001,7.669,0.0,12.68,1.505
219,2016,12,Uttar Pradesh,Ghazipur,171.85,186.46,0.04,0.0,0.04,0.22,0.35,0.01,1.76,1.27,0.08,3.25,4.6,0.0,0.0,0.0,4.31,0.0,15.0,0.0
219,2017,12,Uttar Pradesh,Ghazipur,173.736,185.385,0.04,0.0,0.04,0.222,0.343,0.007,2.014,1.258,0.079,3.774,5.111,0.0,0.004,0.003,4.321,0.002,15.234,4.2
220,2016,12,Uttar Pradesh,Ballia,114.06,146.84,0.1,0.0,0.1,0.34,2.63,0.0,0.35,0.34,0.19,1.27,1.8,0.06,0.02,0.0,4.03,0.0,10.02,0.0
220,2017,12,Uttar Pradesh,Ballia,114.179,146.859,0.103,0.0,0.103,0.335,2.612,0.0,0.348,0.362,0.187,1.206,1.755,0.064,0.018,0.0,4.006,0.0,9.98,1.087
221,2016,12,Uttar Pradesh,Gorakhpur,59.99,204.84,0.86,0.0,0.86,0.03,0.47,0.0,0.52,0.46,0.09,2.66,3.21,0.32,0.0,0.0,1.91,0.0,6.29,0.0
221,2017,12,Uttar Pradesh,Gorakhpur,60.013,189.178,0.858,0.0,0.858,0.03,0.469,0.002,0.515,0.463,0.087,2.668,3.218,0.32,0.003,0.001,1.91,0.0,6.293,1.918
222,2016,12,Uttar Pradesh,Deoria,125.46,159.73,0.01,0.0,0.01,0.03,4.58,0.0,0.03,0.23,0.02,1.49,1.74,0.2,0.0,0.0,5.74,0.0,2.6,0.0
222,2017,12,Uttar Pradesh,Deoria,125.453,159.734,0.014,0.0,0.014,0.033,4.577,0.003,0.025,0.227,0.024,1.494,1.745,0.195,0.001,0.0,5.74,0.0,2.6,0.289
223,2016,12,Uttar Pradesh,Basti,132.91,129.96,0.0,0.0,0.0,0.0,0.6,0.0,0.01,0.11,0.29,3.26,3.66,0.0,0.04,0.0,43.68,0.0,2.35,0.0
223,2017,12,Uttar Pradesh,Basti,132.531,131.028,0.0,0.0,0.0,0.0,0.529,0.0,0.005,0.083,0.289,3.186,3.558,0.001,0.037,0.002,43.621,0.0,2.359,2.311
224,2016,12,Uttar Pradesh,Azamgarh,214.39,234.21,0.07,0.0,0.07,0.13,1.33,0.0,0.48,2.46,0.31,5.36,8.13,0.0,0.01,0.0,16.23,0.0,6.39,0.0
224,2017,12,Uttar Pradesh,Azamgarh,215.082,235.025,0.066,0.0,0.066,0.129,1.339,0.001,0.438,2.418,0.316,5.291,8.025,0.002,0.01,0.0,15.536,0.002,6.366,2.413
225,2016,12,Uttar Pradesh,Lucknow,54.5,80.82,0.0,0.0,0.0,0.01,0.16,0.0,0.04,0.01,0.01,1.38,1.4,0.0,0.0,0.0,0.12,0.0,37.69,0.0
225,2017,12,Uttar Pradesh,Lucknow,54.2,79.387,0.0,0.0,0.0,0.0,0.148,0.0,0.038,0.009,0.0,1.236,1.245,0.014,0.002,0.0,0.121,0.0,37.571,2.227
226,2016,12,Uttar Pradesh,Unnao,104.29,243.15,0.22,0.0,0.22,0.06,2.72,0.0,0.24,0.35,0.05,3.84,4.24,0.12,0.18,0.0,0.5,0.0,36.49,0.0
226,2017,12,Uttar Pradesh,Unnao,107.836,243.149,0.181,0.0,0.181,0.106,2.209,0.0,0.236,0.354,0.064,3.75,4.168,0.139,0.404,0.004,1.247,0.0,36.547,2.605
227,2016,12,Uttar Pradesh,Rae - Bareily,127.19,170.46,0.03,0.0,0.03,0.16,0.01,0.0,0.29,0.27,0.12,4.72,5.11,0.0,0.07,0.02,1.69,0.0,9.56,0.0
227,2017,12,Uttar Pradesh,Rae - Bareily,128.303,171.181,0.03,0.0,0.03,0.159,0.009,0.0,0.288,0.269,0.12,4.741,5.13,0.0,0.064,0.015,1.695,0.0,9.528,3.569
228,2016,12,Uttar Pradesh,Sitapur,167.97,218.88,0.5,0.0,0.5,0.39,0.35,0.01,0.03,0.04,0.37,3.52,3.93,0.0,0.26,0.0,144.68,0.0,7.62,0.0
228,2017,12,Uttar Pradesh,Sitapur,168.445,219.598,0.107,0.0,0.107,0.212,0.35,0.0,0.026,0.035,0.252,3.464,3.751,0.001,0.25,0.0,145.576,0.0,7.583,2.778
229,2016,12,Uttar Pradesh,Hardoi,134.31,329.66,0.01,0.0,0.01,0.02,5.72,0.0,0.8,0.1,0.02,5.08,5.2,0.2,0.2,0.0,36.38,0.0,22.78,0.0
229,2017,12,Uttar Pradesh,Hardoi,133.804,329.262,0.01,0.0,0.01,0.02,5.758,0.0,0.805,0.097,0.019,5.087,5.203,0.199,0.201,0.0,36.443,0.0,22.769,2.74
230,2016,12,Uttar Pradesh,Kheri,154.43,180.12,0.03,0.0,0.03,0.0,2.06,0.0,0.06,0.02,0.68,2.73,3.43,0.12,0.09,0.0,272.74,0.0,3.7,0.0
230,2017,12,Uttar Pradesh,Kheri,155.778,180.014,0.027,0.0,0.027,0.256,1.912,0.0,0.055,0.094,0.176,0.886,1.156,0.021,0.029,0.0,281.515,0.0,4.599,5.952
231,2016,12,Uttar Pradesh,Faizabad,102.07,105.26,0.06,0.0,0.06,0.12,3.89,0.0,0.0,0.72,0.25,6.01,6.97,0.0,0.01,0.01,26.29,0.0,10.15,0.0
231,2017,12,Uttar Pradesh,Faizabad,102.099,105.277,0.055,0.0,0.055,0.12,3.896,0.001,0.004,0.716,0.245,6.012,6.973,0.0,0.01,0.007,26.299,0.0,10.206,3.827
232,2016,12,Uttar Pradesh,Gonda,128.18,162.56,0.0,0.0,0.0,0.02,2.27,0.04,0.01,0.36,0.07,6.68,7.1,0.0,0.01,0.0,69.27,0.0,6.48,0.0
232,2017,12,Uttar Pradesh,Gonda,128.183,162.548,0.001,0.0,0.001,0.022,2.269,0.04,0.012,0.358,0.068,6.676,7.102,0.0,0.009,0.001,69.272,0.0,6.475,2.882
233,2016,12,Uttar Pradesh,Bahraich,63.44,185.09,0.0,0.0,0.0,0.0,4.16,0.0,0.27,0.26,0.13,2.47,2.87,0.04,0.08,0.0,19.52,0.0,4.1,0.0
233,2017,12,Uttar Pradesh,Bahraich,63.486,185.242,0.0,0.0,0.0,0.0,4.199,0.0,0.202,0.262,0.134,2.466,2.862,0.041,0.077,0.0,19.582,0.0,4.231,1.866
234,2016,12,Uttar Pradesh,Sultanpur,103.72,109.59,0.0,0.0,0.0,0.01,0.42,0.0,0.35,0.12,0.02,10.03,10.17,0.0,0.03,0.0,8.74,0.0,9.43,0.0
234,2017,12,Uttar Pradesh,Sultanpur,103.876,109.595,0.001,0.0,0.001,0.008,0.427,0.001,0.347,0.117,0.017,10.039,10.173,0.0,0.027,0.001,8.707,0.0,9.399,3.336
235,2016,12,Uttar Pradesh,Pratapgarh,146.51,155.21,0.37,0.0,0.37,0.33,1.26,0.0,0.21,0.22,0.22,12.45,12.89,0.0,0.03,0.0,0.85,0.0,9.94,0.0
235,2017,12,Uttar Pradesh,Pratapgarh,148.543,155.252,0.37,0.0,0.37,0.331,1.256,0.0,0.213,0.235,0.222,12.232,12.689,0.0,0.025,0.0,0.854,0.0,9.902,4.593
236,2016,12,Uttar Pradesh,Barabanki,198.46,169.02,0.01,0.0,0.01,0.04,0.38,0.0,0.11,0.05,0.07,2.78,2.9,0.0,0.03,0.0,9.07,0.0,21.4,0.0
236,2017,12,Uttar Pradesh,Barabanki,198.735,169.068,0.005,0.0,0.005,0.042,0.377,0.0,0.105,0.053,0.067,2.779,2.899,0.001,0.025,0.001,8.925,0.0,21.439,3.464
237,2016,16,Uttarakhand,Nainital,10.09,17.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.44,0.0,0.14,0.57,0.0,0.0,0.0,3.46,0.0,3.98,1.207
237,2017,16,Uttarakhand,Nainital,10.51,16.91,0.0,0.0,0.0,0.0,0.02,0.03,0.1,0.34,0.0,0.3,0.64,0.0,0.0,0.0,3.11,0.0,4.07,1.25
238,2016,16,Uttarakhand,Almorah,4.37,3.84,0.0,0.0,0.0,0.0,0.01,0.05,0.11,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.005
238,2017,16,Uttarakhand,Almorah,4.76,4.88,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0
239,2016,16,Uttarakhand,Pithorgarh,3.26,2.75,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0
239,2017,16,Uttarakhand,Pithorgarh,2.67,2.03,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0
240,2016,16,Uttarakhand,Chamoli,1.47,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
240,2017,16,Uttarakhand,Chamoli,1.23,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2016,16,Uttarakhand,Uttar Kashi,5.02,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0
241,2017,16,Uttarakhand,Uttar Kashi,4.89,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.23,0.0
242,2016,16,Uttarakhand,Tehri Garhwal,7.71,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.35,0.0
242,2017,16,Uttarakhand,Tehri Garhwal,6.71,5.69,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.31,0.001
243,2016,16,Uttarakhand,Garhwal,4.09,4.43,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.03,0.0,0.26,0.28,0.0,0.01,0.0,0.0,0.0,0.27,0.106
243,2017,16,Uttarakhand,Garhwal,4.19,4.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.26,0.29,0.0,0.01,0.0,0.0,0.0,0.24,0.126
244,2016,16,Uttarakhand,Dehradun,9.55,10.86,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,4.01,0.0,2.44,1.138
244,2017,16,Uttarakhand,Dehradun,8.9,11.52,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.13,0.13,0.0,0.0,0.0,3.86,0.0,2.46,0.861
501,2016,14,Chhattisgarh,Rajnandgaon,92.5,10.86,0.0,0.0,0.0,0.0,0.49,0.0,0.01,22.5,0.0,0.8,23.3,0.0,0.0,0.0,0.12,0.01,6.57,0.0
501,2017,14,Chhattisgarh,Rajnandgaon,80.126,10.922,0.0,0.002,0.002,0.0,0.911,0.0,0.0,42.399,0.0,0.6,42.999,0.0,0.0,0.002,0.153,0.04,9.655,0.01
502,2016,6,Madhya Pradesh,Bhopal,0.0,89.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,1.1,10.44,0.0,0.0,0.0,0.21,0.0,2.94,1.09
502,2017,6,Madhya Pradesh,Bhopal,0.0,130.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.02,0.0,0.43,6.45,0.0,0.0,0.0,0.03,0.0,1.09,0.179
503,2016,1,Andhra Pradesh,Vizianagaram,118.13,65.24355784930802,0.18421390547129687,0.8796303125593739,1.2236091876242903,2.4911732000652966,18.53,0.47,0.838791517309739,2.0869264512740764,5.592950967447212,5.5219649773996435,7.973225615747048,1.31,3.8,0.04687606462978414,19.78,0.0,19.8,0.041
503,2017,1,Andhra Pradesh,Vizianagaram,123.57,0.0,0.0,0.0,0.0,0.0,19.61,0.7,0.0,0.02,0.0,0.0,0.02,1.07,3.83,0.0,17.63,0.29,17.03,0.043
504,2016,1,Andhra Pradesh,Prakasam,39.92,52.86558257115321,0.11,1.46,1.56,2.12,6.87,0.93,1.1028184226093156,1.45,0.37,1.6,3.42,6.17,0.03,0.046474818953360364,0.68,7.99,23.93,2.596
504,2017,1,Andhra Pradesh,Prakasam,47.2,0.0,0.05,0.1,0.16,2.32,17.18,0.53,0.0,2.15,0.0,0.16,2.32,4.26,0.0,0.0,0.31,16.33,21.71,2.388
506,2016,11,Tamil Nadu,Dharmapuri,11.4,0.0,0.03,0.01,0.05,0.19,3.44,1.58,0.0,0.0,0.07,0.33,0.4,1.31,0.0,0.0,8.2,2.01,12.82,1.854
506,2017,11,Tamil Nadu,Dharmapuri,22.23,0.267,0.139,0.406,0.094,3.173,5.599,0.0,0.0,0.007,0.0,0.007,0.0,31.509,0.076,0.182,0.375,0.182,0.557,0.815
